Date,Price,Open,High,Low,Vol.,Change %
04/30/2021,"1,767.70","1,772.40","1,773.30","1,763.30",167.29K,-0.03%
04/29/2021,"1,768.30","1,781.90","1,789.90","1,754.60",231.52K,-0.29%
04/28/2021,"1,773.50","1,775.50","1,780.00","1,762.50",0.76K,-0.26%
04/27/2021,"1,778.20","1,780.30","1,784.30","1,773.90",0.27K,-0.07%
04/26/2021,"1,779.40","1,775.00","1,782.50","1,768.20",0.75K,0.12%
04/23/2021,"1,777.30","1,784.00","1,795.20","1,771.50",0.37K,-0.24%
04/22/2021,"1,781.50","1,794.50","1,797.20","1,776.80",0.29K,-0.62%
04/21/2021,"1,792.70","1,777.40","1,797.70","1,776.00",0.74K,0.85%
04/20/2021,"1,777.60","1,769.50","1,779.20","1,763.00",1.09K,0.45%
04/19/2021,"1,769.70","1,777.20","1,789.40","1,766.20",0.70K,-0.54%
04/16/2021,"1,779.30","1,764.20","1,783.50","1,759.70",0.45K,0.76%
04/15/2021,"1,765.80","1,735.30","1,768.60","1,733.70",0.58K,1.76%
04/14/2021,"1,735.30","1,745.00","1,749.00","1,731.60",0.63K,-0.64%
04/13/2021,"1,746.50","1,732.00","1,748.40","1,722.50",0.60K,0.86%
04/12/2021,"1,731.60","1,742.40","1,743.20","1,726.10",0.33K,-0.70%
04/09/2021,"1,743.80","1,755.30","1,757.10","1,731.00",0.64K,-0.76%
04/08/2021,"1,757.10","1,737.50","1,758.30","1,733.60",0.69K,0.95%
04/07/2021,"1,740.50","1,743.00","1,743.00","1,730.50",0.36K,-0.09%
04/06/2021,"1,742.00","1,727.30","1,745.00","1,727.30",0.79K,0.83%
04/05/2021,"1,727.70","1,726.60","1,733.20","1,720.90",0.43K,0.02%
04/01/2021,"1,727.30","1,707.90","1,730.40","1,705.70",1.32K,0.75%
03/31/2021,"1,714.40","1,684.10","1,714.90","1,676.80",1.16K,1.74%
03/30/2021,"1,685.10","1,711.90","1,712.80","1,677.80",1.90K,-1.58%
03/29/2021,"1,712.20","1,731.50","1,732.60","1,703.30",135.46K,-1.16%
03/26/2021,"1,732.30","1,725.50","1,735.50","1,718.80",172.94K,0.42%
03/25/2021,"1,725.10","1,733.20","1,744.80","1,720.30",226.21K,-0.47%
03/24/2021,"1,733.20","1,725.90","1,737.70","1,722.30",186.52K,0.47%
03/23/2021,"1,725.10","1,738.50","1,742.00","1,722.70",226.20K,-0.75%
03/22/2021,"1,738.10","1,745.60","1,747.00","1,726.40",196.31K,-0.21%
03/19/2021,"1,741.70","1,733.70","1,746.10","1,727.10",213.28K,0.53%
03/18/2021,"1,732.50","1,744.00","1,754.20","1,716.60",251.76K,0.31%
03/17/2021,"1,727.10","1,730.00","1,750.60","1,722.00",220.55K,-0.22%
03/16/2021,"1,730.90","1,730.70","1,740.50","1,724.40",173.89K,0.10%
03/15/2021,"1,729.20","1,726.50","1,733.20","1,719.20",163.05K,0.55%
03/12/2021,"1,719.80","1,720.50","1,728.00","1,696.60",232.21K,-0.16%
03/11/2021,"1,722.60","1,725.00","1,738.00","1,716.80",215.34K,0.05%
03/10/2021,"1,721.80","1,714.50","1,725.30","1,705.60",226.89K,0.29%
03/09/2021,"1,716.90","1,679.30","1,718.70","1,676.70",248.95K,2.32%
03/08/2021,"1,678.00","1,701.60","1,712.00","1,673.30",273.91K,-1.21%
03/05/2021,"1,698.50","1,695.30","1,705.70","1,683.00",269.33K,-0.13%
03/04/2021,"1,700.70","1,708.40","1,721.60","1,687.60",277.45K,-0.88%
03/03/2021,"1,715.80","1,736.50","1,739.10","1,699.40",255.65K,-1.03%
03/02/2021,"1,733.60","1,722.80","1,737.80","1,704.60",235.96K,0.62%
03/01/2021,"1,723.00","1,732.80","1,757.40","1,717.20",241.92K,-0.34%
02/26/2021,"1,728.80","1,770.90","1,773.80","1,714.90",362.55K,-2.62%
02/25/2021,"1,775.40","1,804.90","1,805.00","1,763.90",316.25K,-1.18%
02/24/2021,"1,796.60","1,805.00","1,810.70","1,782.00",1.50K,-0.45%
02/23/2021,"1,804.80","1,809.40","1,813.00","1,795.00",1.02K,-0.13%
02/22/2021,"1,807.20","1,785.00","1,809.90","1,779.50",1.73K,1.74%
02/19/2021,"1,776.30","1,772.70","1,789.00","1,759.40",1.79K,0.13%
02/18/2021,"1,774.00","1,776.20","1,787.60","1,765.90",0.62K,0.12%
02/17/2021,"1,771.80","1,789.20","1,792.60","1,767.70",1.02K,-1.45%
02/16/2021,"1,797.90","1,825.00","1,825.20","1,787.60",1.54K,-0.06%
02/15/2021,"1,799.00","1,826.00","1,827.10","1,788.10",355.92K,-1.26%
02/12/2021,"1,822.00","1,824.50","1,830.00","1,810.00",1.60K,-0.20%
02/11/2021,"1,825.60","1,821.10","1,846.00","1,820.90",0.92K,-0.87%
02/10/2021,"1,841.60","1,838.50","1,855.00","1,832.70",1.38K,0.29%
02/09/2021,"1,836.20","1,831.10","1,848.10","1,829.60",0.79K,0.17%
02/08/2021,"1,833.00","1,816.60","1,838.70","1,806.60",1.22K,1.16%
02/05/2021,"1,811.90","1,793.70","1,814.30","1,791.50",1.38K,1.21%
02/04/2021,"1,790.30","1,833.50","1,834.00","1,783.60",1.99K,-2.37%
02/03/2021,"1,833.80","1,837.60","1,844.50","1,829.40",0.81K,0.08%
02/02/2021,"1,832.40","1,861.70","1,863.60","1,829.20",1.66K,-1.60%
02/01/2021,"1,862.20","1,863.60","1,874.00","1,850.50",2.03K,0.71%
01/29/2021,"1,849.00","1,843.60","1,877.20","1,839.90",2.23K,0.52%
01/28/2021,"1,839.40","1,844.90","1,865.00","1,834.10",2.14K,-0.30%
01/27/2021,"1,844.90","1,849.70","1,851.50","1,828.40",195.54K,-0.32%
01/26/2021,"1,850.90","1,854.90","1,860.80","1,847.20",170.26K,-0.23%
01/25/2021,"1,855.20","1,855.30","1,867.40","1,846.20",211.98K,-0.05%
01/22/2021,"1,856.20","1,870.10","1,870.80","1,836.30",249.72K,-0.52%
01/21/2021,"1,865.90","1,871.00","1,874.60","1,857.50",196.94K,-0.03%
01/20/2021,"1,866.50","1,839.90","1,872.00","1,831.10",274.40K,1.43%
01/19/2021,"1,840.20","1,828.80","1,845.00","1,800.80",331.59K,0.00%
01/18/2021,"1,840.20","1,828.80","1,845.00","1,800.80",331.59K,0.56%
01/15/2021,"1,829.90","1,847.30","1,856.60","1,822.10",231.11K,-1.16%
01/14/2021,"1,851.40","1,845.60","1,857.60","1,826.60",257.66K,-0.19%
01/13/2021,"1,854.90","1,855.00","1,863.00","1,841.60",225.99K,0.58%
01/12/2021,"1,844.20","1,845.40","1,864.00","1,835.80",240.66K,-0.36%
01/11/2021,"1,850.80","1,849.40","1,856.00","1,817.10",268.36K,0.84%
01/08/2021,"1,835.40","1,915.20","1,918.40","1,827.80",443.51K,-4.09%
01/07/2021,"1,913.60","1,921.50","1,929.60","1,907.50",199.98K,0.26%
01/06/2021,"1,908.60","1,952.80","1,962.50","1,902.60",366.61K,-2.34%
01/05/2021,"1,954.40","1,946.00","1,957.00","1,938.40",201.95K,0.40%
01/04/2021,"1,946.60","1,908.20","1,948.70","1,906.10",273.37K,2.72%
12/31/2020,"1,895.10","1,899.00","1,904.90","1,889.10",130.63K,0.09%
12/30/2020,"1,893.40","1,881.80","1,899.00","1,879.50",133.66K,0.69%
12/29/2020,"1,880.50","1,880.00","1,886.30","1,874.40",0.34K,0.14%
12/28/2020,"1,877.90","1,884.40","1,900.80","1,874.10",1.31K,-0.15%
12/24/2020,"1,880.70","1,874.10","1,882.10","1,871.10",0.20K,0.27%
12/23/2020,"1,875.60","1,862.20","1,880.10","1,859.80",0.50K,0.42%
12/22/2020,"1,867.70","1,883.70","1,885.40","1,861.60",0.56K,-0.67%
12/21/2020,"1,880.30","1,890.30","1,908.50","1,857.20",1.06K,-0.33%
12/18/2020,"1,886.50","1,887.10","1,892.70","1,879.90",0.59K,-0.07%
12/17/2020,"1,887.90","1,866.70","1,898.30","1,864.10",1.32K,1.66%
12/16/2020,"1,857.00","1,853.50","1,867.10","1,846.20",0.58K,0.21%
12/15/2020,"1,853.20","1,827.90","1,856.10","1,827.70",0.74K,1.28%
12/14/2020,"1,829.80","1,838.70","1,839.80","1,821.10",0.61K,-0.63%
12/11/2020,"1,841.40","1,838.30","1,849.40","1,827.70",0.53K,0.34%
12/10/2020,"1,835.20","1,840.30","1,851.20","1,831.30",0.74K,-0.05%
12/09/2020,"1,836.10","1,872.00","1,872.00","1,826.80",1.05K,-1.93%
12/08/2020,"1,872.30","1,864.10","1,877.00","1,861.70",0.89K,0.48%
12/07/2020,"1,863.30","1,838.40","1,870.20","1,823.00",1.17K,1.40%
12/04/2020,"1,837.50","1,842.30","1,850.10","1,830.20",1.25K,-0.05%
12/03/2020,"1,838.40","1,830.50","1,844.00","1,824.00",1.37K,0.59%
12/02/2020,"1,827.60","1,814.60","1,833.00","1,808.10",1.75K,0.61%
12/01/2020,"1,816.60","1,777.50","1,818.30","1,776.40",1.66K,2.17%
11/30/2020,"1,778.00","1,787.40","1,789.90","1,764.90",1.61K,-0.38%
11/27/2020,"1,784.80","1,809.90","1,820.00","1,772.90",6.58K,-0.18%
11/26/2020,"1,788.10","1,812.10","1,822.60","1,776.50",282.35K,-0.96%
11/25/2020,"1,805.50","1,805.20","1,816.30","1,798.60",205.75K,0.05%
11/24/2020,"1,804.60","1,835.70","1,836.90","1,797.10",367.88K,-1.81%
11/23/2020,"1,837.80","1,869.80","1,875.00","1,828.00",319.66K,-1.85%
11/20/2020,"1,872.40","1,864.80","1,879.20","1,859.10",186.17K,0.59%
11/19/2020,"1,861.50","1,872.00","1,872.60","1,850.00",222.35K,-0.66%
11/18/2020,"1,873.90","1,879.50","1,884.20","1,860.30",209.00K,-0.59%
11/17/2020,"1,885.10","1,888.20","1,892.70","1,876.30",160.88K,-0.14%
11/16/2020,"1,887.80","1,886.60","1,898.00","1,861.50",222.94K,0.08%
11/13/2020,"1,886.20","1,875.60","1,895.80","1,872.10",162.54K,0.69%
11/12/2020,"1,873.30","1,863.90","1,883.00","1,860.70",209.93K,0.63%
11/11/2020,"1,861.60","1,876.10","1,882.50","1,853.90",215.17K,-0.79%
11/10/2020,"1,876.40","1,864.10","1,888.90","1,858.90",264.87K,1.19%
11/09/2020,"1,854.40","1,956.00","1,966.10","1,848.00",496.09K,-4.99%
11/06/2020,"1,951.70","1,950.00","1,961.80","1,937.20",246.78K,0.25%
11/05/2020,"1,946.80","1,903.40","1,954.30","1,902.20",297.51K,2.67%
11/04/2020,"1,896.20","1,910.30","1,917.90","1,881.80",293.95K,-0.74%
11/03/2020,"1,910.40","1,896.40","1,912.20","1,887.60",171.37K,0.95%
11/02/2020,"1,892.50","1,877.00","1,897.10","1,873.30",164.94K,0.67%
10/30/2020,"1,879.90","1,867.90","1,890.90","1,863.30",213.17K,0.64%
10/29/2020,"1,868.00","1,877.50","1,885.10","1,859.20",225.16K,-0.45%
10/28/2020,"1,876.50","1,908.00","1,909.80","1,867.90",0.28K,-1.71%
10/27/2020,"1,909.20","1,901.30","1,910.80","1,898.40",0.33K,0.32%
10/26/2020,"1,903.10","1,902.10","1,908.00","1,890.80",0.28K,0.04%
10/23/2020,"1,902.30","1,904.30","1,913.70","1,893.00",0.39K,0.04%
10/22/2020,"1,901.60","1,924.00","1,925.40","1,891.90",1.13K,-1.25%
10/21/2020,"1,925.70","1,909.00","1,932.00","1,908.50",0.89K,0.74%
10/20/2020,"1,911.60","1,902.20","1,913.60","1,893.60",0.37K,0.20%
10/19/2020,"1,907.70","1,899.60","1,919.00","1,896.90",0.51K,0.28%
10/16/2020,"1,902.40","1,908.40","1,913.40","1,897.80",0.27K,-0.13%
10/15/2020,"1,904.90","1,902.00","1,909.20","1,889.00",0.49K,0.09%
10/14/2020,"1,903.10","1,891.30","1,912.80","1,880.90",0.41K,0.68%
10/13/2020,"1,890.20","1,923.70","1,925.10","1,885.90",0.80K,-1.77%
10/12/2020,"1,924.30","1,930.90","1,933.30","1,920.00",0.44K,0.12%
10/09/2020,"1,921.90","1,894.80","1,932.00","1,894.80",0.97K,1.63%
10/08/2020,"1,891.00","1,886.80","1,900.40","1,881.70",0.70K,0.22%
10/07/2020,"1,886.80","1,879.90","1,897.40","1,873.20",0.44K,-0.94%
10/06/2020,"1,904.80","1,913.70","1,922.00","1,875.10",1.05K,-0.59%
10/05/2020,"1,916.10","1,906.70","1,920.00","1,887.70",0.66K,0.65%
10/02/2020,"1,903.80","1,907.00","1,919.00","1,893.00",0.81K,-0.44%
10/01/2020,"1,912.30","1,888.00","1,913.90","1,886.00",0.75K,1.11%
09/30/2020,"1,891.30","1,898.90","1,903.60","1,882.10",0.55K,-0.39%
09/29/2020,"1,898.70","1,881.20","1,899.90","1,877.60",0.53K,1.38%
09/28/2020,"1,872.80","1,855.60","1,878.40","1,843.20",10.46K,0.81%
09/25/2020,"1,857.80","1,866.20","1,870.60","1,846.00",10.59K,-0.59%
09/24/2020,"1,868.90","1,859.40","1,872.80","1,843.00",19.91K,0.45%
09/23/2020,"1,860.50","1,895.00","1,901.60","1,848.00",18.93K,-2.04%
09/22/2020,"1,899.30","1,909.10","1,916.80","1,890.70",11.15K,-0.15%
09/21/2020,"1,902.10","1,948.30","1,954.10","1,878.50",18.21K,-2.62%
09/18/2020,"1,953.20","1,944.00","1,959.10","1,942.90",6.45K,0.61%
09/17/2020,"1,941.30","1,959.60","1,960.50","1,930.20",12.10K,-1.06%
09/16/2020,"1,962.00","1,954.30","1,975.40","1,949.10",11.67K,0.20%
09/15/2020,"1,958.00","1,957.60","1,973.80","1,947.70",18.10K,0.17%
09/14/2020,"1,954.70","1,940.30","1,963.60","1,937.00",6.70K,0.78%
09/11/2020,"1,939.50","1,945.00","1,954.60","1,936.20",8.09K,-0.84%
09/10/2020,"1,956.00","1,947.50","1,966.60","1,940.40",11.35K,0.47%
09/09/2020,"1,946.80","1,932.00","1,951.40","1,918.80",8.35K,0.60%
09/08/2020,"1,935.10","1,930.00","1,940.20","1,904.60",15.62K,-0.42%
09/07/2020,"1,943.20","1,938.00","1,948.30","1,911.70",416.01K,0.88%
09/04/2020,"1,926.20","1,931.90","1,948.80","1,914.60",10.62K,-0.21%
09/03/2020,"1,930.20","1,941.80","1,948.40","1,919.70",8.94K,-0.35%
09/02/2020,"1,936.90","1,967.90","1,972.40","1,931.50",10.84K,-1.72%
09/01/2020,"1,970.80","1,965.90","1,992.50","1,961.20",10.95K,0.02%
08/31/2020,"1,970.50","1,966.70","1,977.70","1,955.00",7.16K,0.19%
08/28/2020,"1,966.80","1,930.10","1,974.90","1,921.20",11.76K,2.31%
08/27/2020,"1,922.30","1,950.90","1,973.80","1,907.70",2.30K,-1.00%
08/26/2020,"1,941.70","1,927.60","1,952.60","1,899.10",3.29K,1.53%
08/25/2020,"1,912.50","1,925.40","1,932.90","1,909.40",1.66K,-0.83%
08/24/2020,"1,928.60","1,937.20","1,959.20","1,920.10",1.41K,-0.38%
08/21/2020,"1,936.00","1,945.80","1,950.40","1,908.20",1.73K,0.03%
08/20/2020,"1,935.40","1,924.60","1,951.50","1,920.00",2.07K,-1.28%
08/19/2020,"1,960.50","2,001.50","2,003.00","1,920.80",2.83K,-2.05%
08/18/2020,"2,001.60","1,981.60","2,013.00","1,973.60",1.70K,0.73%
08/17/2020,"1,987.10","1,945.20","1,988.60","1,930.80",1.77K,2.49%
08/14/2020,"1,938.80","1,952.10","1,958.30","1,930.20",1.26K,-1.05%
08/13/2020,"1,959.30","1,918.60","1,963.50","1,911.70",2.50K,1.13%
08/12/2020,"1,937.50","1,910.20","1,948.70","1,863.70",4.16K,0.09%
08/11/2020,"1,935.70","2,024.20","2,027.00","1,900.90",6.16K,-4.52%
08/10/2020,"2,027.30","2,032.00","2,047.30","2,015.70",2.55K,0.65%
08/07/2020,"2,014.30","2,062.40","2,074.00","2,011.00",4.37K,-1.96%
08/06/2020,"2,054.60","2,036.90","2,065.10","2,033.60",2.61K,1.07%
08/05/2020,"2,032.90","2,020.20","2,053.50","2,011.20",4.75K,1.43%
08/04/2020,"2,004.20","1,976.60","2,020.50","1,968.10",3.91K,1.76%
08/03/2020,"1,969.50","1,979.70","1,992.10","1,958.50",2.82K,0.08%
07/31/2020,"1,968.00","1,957.00","1,985.70","1,954.30",5.17K,0.95%
07/30/2020,"1,949.50","1,970.80","1,971.10","1,936.40",5.71K,-0.20%
07/29/2020,"1,953.40","1,950.60","1,974.90","1,935.20",209.84K,0.45%
07/28/2020,"1,944.60","1,937.10","1,974.70","1,900.20",434.45K,0.70%
07/27/2020,"1,931.00","1,901.20","1,941.90","1,899.00",428.23K,1.77%
07/24/2020,"1,897.50","1,884.90","1,904.60","1,880.50",300.17K,0.40%
07/23/2020,"1,890.00","1,871.60","1,897.70","1,863.10",418.75K,1.34%
07/22/2020,"1,865.10","1,842.80","1,871.80","1,842.10",382.23K,1.15%
07/21/2020,"1,843.90","1,819.60","1,844.90","1,817.20",271.09K,1.46%
07/20/2020,"1,817.40","1,812.30","1,823.40","1,806.60",177.74K,0.41%
07/17/2020,"1,810.00","1,796.90","1,813.90","1,795.20",167.01K,0.54%
07/16/2020,"1,800.30","1,813.10","1,816.20","1,794.10",196.57K,-0.74%
07/15/2020,"1,813.80","1,811.10","1,819.50","1,804.00",183.06K,0.02%
07/14/2020,"1,813.40","1,805.20","1,815.00","1,791.10",253.21K,-0.04%
07/13/2020,"1,814.10","1,803.40","1,818.80","1,802.10",230.40K,0.68%
07/10/2020,"1,801.90","1,808.40","1,817.00","1,796.50",223.83K,-0.11%
07/09/2020,"1,803.80","1,818.80","1,825.50","1,799.60",283.37K,-0.92%
07/08/2020,"1,820.60","1,807.90","1,829.80","1,803.80",247.50K,0.59%
07/07/2020,"1,809.90","1,793.90","1,810.80","1,781.20",221.73K,0.91%
07/06/2020,"1,793.50","1,787.90","1,799.00","1,779.20",184.65K,0.00%
07/03/2020,"1,793.50","1,787.90","1,799.00","1,779.20",184.65K,0.20%
07/02/2020,"1,790.00","1,779.00","1,791.70","1,766.30",186.31K,0.57%
07/01/2020,"1,779.90","1,798.90","1,807.70","1,767.90",263.25K,-1.14%
06/30/2020,"1,800.50","1,784.20","1,804.00","1,774.80",199.42K,1.08%
06/29/2020,"1,781.20","1,789.20","1,790.40","1,776.50",130.51K,0.45%
06/26/2020,"1,773.30","1,768.20","1,778.50","1,748.40",0.64K,0.58%
06/25/2020,"1,763.10","1,760.70","1,771.70","1,760.40",0.48K,-0.28%
06/24/2020,"1,768.10","1,777.30","1,786.30","1,765.00",1.71K,-0.34%
06/23/2020,"1,774.10","1,759.30","1,777.60","1,751.70",1.03K,0.89%
06/22/2020,"1,758.40","1,755.50","1,771.00","1,747.40",1.91K,0.65%
06/19/2020,"1,747.10","1,726.30","1,753.50","1,726.30",1.87K,1.22%
06/18/2020,"1,726.00","1,730.70","1,742.10","1,717.60",0.26K,-0.25%
06/17/2020,"1,730.30","1,730.60","1,733.80","1,714.40",0.36K,-0.07%
06/16/2020,"1,731.50","1,729.00","1,735.50","1,718.90",0.37K,0.56%
06/15/2020,"1,721.80","1,733.20","1,736.20","1,701.00",0.65K,-0.59%
06/12/2020,"1,732.00","1,729.70","1,746.90","1,724.10",0.59K,-0.16%
06/11/2020,"1,734.70","1,741.20","1,749.40","1,722.60",0.76K,1.12%
06/10/2020,"1,715.50","1,715.10","1,743.60","1,709.00",1.15K,-0.09%
06/09/2020,"1,717.00","1,699.20","1,724.10","1,694.40",0.62K,1.01%
06/08/2020,"1,699.90","1,682.00","1,702.60","1,675.80",0.75K,1.27%
06/05/2020,"1,678.50","1,715.00","1,717.20","1,669.10",1.10K,-2.51%
06/04/2020,"1,721.80","1,699.60","1,722.60","1,695.50",1.10K,1.22%
06/03/2020,"1,701.00","1,729.70","1,729.80","1,686.90",1.72K,-1.61%
06/02/2020,"1,728.90","1,743.50","1,750.00","1,724.10",0.69K,-0.83%
06/01/2020,"1,743.30","1,743.00","1,752.70","1,730.50",0.71K,0.02%
05/29/2020,"1,742.90","1,724.90","1,745.00","1,718.60",1.19K,1.34%
05/28/2020,"1,719.80","1,718.70","1,734.50","1,714.00",1.56K,0.53%
05/27/2020,"1,710.70","1,703.10","1,713.20","1,684.20",137.42K,0.30%
05/26/2020,"1,705.60","1,730.20","1,737.20","1,700.00",313.17K,0.00%
05/25/2020,"1,705.60","1,734.80","1,737.20","1,700.00",313.17K,-1.72%
05/22/2020,"1,735.50","1,726.00","1,742.00","1,722.50",196.82K,0.79%
05/21/2020,"1,721.90","1,751.70","1,751.70","1,715.30",238.74K,-1.72%
05/20/2020,"1,752.10","1,749.20","1,757.60","1,744.00",184.46K,0.37%
05/19/2020,"1,745.60","1,734.80","1,751.60","1,727.20",185.26K,0.65%
05/18/2020,"1,734.40","1,757.50","1,775.80","1,729.30",271.47K,-1.25%
05/15/2020,"1,756.30","1,738.50","1,761.20","1,736.80",200.18K,0.88%
05/14/2020,"1,740.90","1,723.10","1,746.50","1,716.00",212.91K,1.43%
05/13/2020,"1,716.40","1,705.00","1,726.50","1,701.60",211.61K,0.56%
05/12/2020,"1,706.80","1,700.00","1,716.70","1,693.50",198.07K,0.52%
05/11/2020,"1,698.00","1,706.00","1,713.80","1,692.10",202.17K,-0.93%
05/08/2020,"1,713.90","1,727.20","1,735.50","1,703.10",232.81K,-0.69%
05/07/2020,"1,725.80","1,686.00","1,733.20","1,683.90",250.70K,2.21%
05/06/2020,"1,688.50","1,714.10","1,716.60","1,683.00",203.37K,-1.29%
05/05/2020,"1,710.60","1,711.00","1,717.80","1,695.40",184.73K,-0.16%
05/04/2020,"1,713.30","1,711.20","1,726.00","1,700.30",148.73K,0.73%
05/01/2020,"1,700.90","1,693.50","1,714.40","1,676.00",168.02K,0.40%
04/30/2020,"1,694.20","1,729.60","1,737.00","1,687.50",234.53K,-1.12%
04/29/2020,"1,713.40","1,724.80","1,733.50","1,708.20",159.60K,0.16%
04/28/2020,"1,710.60","1,713.50","1,720.70","1,694.90",1.26K,-0.12%
04/27/2020,"1,712.60","1,734.30","1,734.30","1,708.30",0.74K,-0.67%
04/24/2020,"1,724.20","1,733.70","1,746.60","1,715.00",0.90K,-0.53%
04/23/2020,"1,733.40","1,725.60","1,750.00","1,721.20",1.70K,0.35%
04/22/2020,"1,727.40","1,698.60","1,730.40","1,690.10",1.65K,2.93%
04/21/2020,"1,678.30","1,703.60","1,709.90","1,659.20",1.66K,-1.47%
04/20/2020,"1,703.40","1,685.00","1,710.00","1,677.60",0.62K,0.75%
04/17/2020,"1,690.80","1,722.90","1,725.70","1,683.50",1.83K,-1.85%
04/16/2020,"1,722.70","1,732.20","1,756.40","1,718.00",1.02K,-0.40%
04/15/2020,"1,729.60","1,746.60","1,747.70","1,722.40",1.08K,-1.68%
04/14/2020,"1,759.10","1,752.70","1,778.20","1,737.70",1.16K,0.53%
04/13/2020,"1,749.80","1,729.50","1,760.60","1,711.80",1.61K,0.57%
04/09/2020,"1,739.90","1,669.20","1,739.70","1,666.50",1.88K,3.93%
04/08/2020,"1,674.10","1,669.80","1,685.00","1,660.80",1.29K,0.09%
04/07/2020,"1,672.60","1,694.80","1,731.80","1,662.00",2.14K,-0.68%
04/06/2020,"1,684.00","1,639.70","1,705.50","1,628.10",1.47K,2.83%
04/03/2020,"1,637.60","1,629.70","1,642.00","1,616.50",0.51K,0.42%
04/02/2020,"1,630.70","1,599.00","1,635.80","1,590.50",0.44K,2.94%
04/01/2020,"1,584.10","1,581.70","1,605.00","1,574.80",0.35K,-0.33%
03/31/2020,"1,589.30","1,634.60","1,634.60","1,582.80",0.97K,-2.92%
03/30/2020,"1,637.10","1,653.70","1,667.40","1,623.40",3.08K,0.74%
03/27/2020,"1,625.00","1,640.40","1,647.20","1,611.40",100.64K,-1.59%
03/26/2020,"1,651.20","1,642.50","1,672.50","1,611.00",215.97K,1.09%
03/25/2020,"1,633.40","1,666.20","1,699.30","1,615.20",254.19K,-1.65%
03/24/2020,"1,660.80","1,563.80","1,698.00","1,560.50",418.78K,5.95%
03/23/2020,"1,567.60","1,505.00","1,569.30","1,484.60",362.07K,5.59%
03/20/2020,"1,484.60","1,471.60","1,519.40","1,457.50",269.97K,0.36%
03/19/2020,"1,479.30","1,487.20","1,502.80","1,460.10",325.29K,0.09%
03/18/2020,"1,477.90","1,527.60","1,547.00","1,473.30",435.19K,-3.14%
03/17/2020,"1,525.80","1,512.80","1,554.30","1,465.60",434.51K,2.64%
03/16/2020,"1,486.50","1,563.80","1,574.80","1,450.90",565.98K,-1.99%
03/13/2020,"1,516.70","1,582.70","1,597.90","1,504.00",551.05K,-4.63%
03/12/2020,"1,590.30","1,633.10","1,651.00","1,560.40",605.72K,-3.17%
03/11/2020,"1,642.30","1,649.30","1,671.80","1,632.40",404.35K,-1.08%
03/10/2020,"1,660.30","1,679.60","1,681.30","1,641.10",385.48K,-0.92%
03/09/2020,"1,675.70","1,692.60","1,704.30","1,658.00",504.16K,0.20%
03/06/2020,"1,672.40","1,673.10","1,692.80","1,642.40",659.63K,0.26%
03/05/2020,"1,668.00","1,638.20","1,675.50","1,635.60",363.00K,1.52%
03/04/2020,"1,643.00","1,640.10","1,654.30","1,632.60",313.34K,-0.09%
03/03/2020,"1,644.40","1,586.00","1,650.50","1,585.90",466.53K,3.11%
03/02/2020,"1,594.80","1,592.80","1,612.10","1,576.30",443.53K,1.79%
02/28/2020,"1,566.70","1,646.10","1,651.00","1,564.00",745.84K,-4.61%
02/27/2020,"1,642.50","1,643.00","1,662.50","1,636.70",573.29K,0.13%
02/26/2020,"1,640.40","1,636.40","1,652.40","1,624.40",1.99K,-0.40%
02/25/2020,"1,647.00","1,662.00","1,662.30","1,625.00",2.65K,-1.58%
02/24/2020,"1,673.50","1,651.00","1,687.30","1,651.00",2.81K,1.73%
02/21/2020,"1,645.10","1,620.40","1,648.10","1,618.60",2.32K,1.71%
02/20/2020,"1,617.40","1,610.90","1,622.80","1,603.80",2.79K,0.53%
02/19/2020,"1,608.80","1,601.80","1,612.90","1,600.00",2.21K,0.49%
02/18/2020,"1,601.00","1,581.20","1,605.30","1,579.20",2.68K,-0.16%
02/17/2020,"1,603.60","1,585.10","1,608.20","1,581.80",414.24K,1.25%
02/14/2020,"1,583.80","1,577.50","1,585.30","1,573.60",0.69K,0.48%
02/13/2020,"1,576.30","1,566.80","1,578.80","1,566.60",1.30K,0.48%
02/12/2020,"1,568.80","1,567.90","1,570.30","1,561.60",0.83K,0.10%
02/11/2020,"1,567.20","1,573.00","1,574.50","1,562.60",0.86K,-0.60%
02/10/2020,"1,576.60","1,573.00","1,577.30","1,569.10",0.46K,0.38%
02/07/2020,"1,570.60","1,567.60","1,574.60","1,560.70",1.01K,0.22%
02/06/2020,"1,567.20","1,556.80","1,568.90","1,553.50",1.48K,0.46%
02/05/2020,"1,560.10","1,553.20","1,563.20","1,548.40",1.52K,0.48%
02/04/2020,"1,552.70","1,579.50","1,580.70","1,550.00",1.88K,-1.70%
02/03/2020,"1,579.50","1,594.60","1,595.10","1,570.50",1.60K,-0.34%
01/31/2020,"1,584.90","1,575.60","1,592.30","1,572.00",2.47K,-0.10%
01/30/2020,"1,586.50","1,578.70","1,587.80","1,574.20",4.08K,1.03%
01/29/2020,"1,570.40","1,566.30","1,577.70","1,562.00",251.27K,0.04%
01/28/2020,"1,569.80","1,580.60","1,582.20","1,564.60",378.01K,-0.48%
01/27/2020,"1,577.40","1,580.50","1,588.40","1,575.30",398.06K,0.35%
01/24/2020,"1,571.90","1,562.90","1,575.50","1,555.80",427.14K,0.42%
01/23/2020,"1,565.40","1,558.90","1,567.50","1,551.30",361.03K,0.56%
01/22/2020,"1,556.70","1,558.90","1,559.80","1,550.00",286.08K,-0.08%
